,short_name,cluster
1212,Lucas Pérez,1
1213,André André,1
1214,Wilson Eduardo,1
1215,P. Hernández,0
1216,Arbilla,0
1217,M. Esser,0
1218,J. Forrest,1
1219,R. Saponara,0
1220,L. Tonelli,1
1221,E. Bičakčić,1
1222,A. Trebel,1
1223,Luís Neto,1
1224,M. Pereyra,1
1225,F. Fajr,1
1226,L. Castro,1
1227,V. Chiricheș,1
1228,S. Ristovski,1
1229,E. Vargas,1
1230,Marçal,1
1231,Roger,1
1232,T. Strobl,1
1233,R. Saïss,1
1234,C. Vargas,0
1235,Nacho,1
1236,F. Ferreyra,0
1237,L. López,0
1238,M. Casco,0
1239,P. Pérez,0
1240,M. Sportiello,0
1241,J. Palomino,1
1242,A. Marušić,1
1243,R. Ábila,1
1244,Sergi Guardiola,1
1245,Gazzolisco,1
1246,Vieirundinho,1
1247,Simão Acunha,1
1248,Formosandrinho,1
1249,L. Baezo,0
1250,A. Píriz,0
1251,S. Luna,0
1252,V. Castro,0
1253,J. Monsario,0
1254,P. Foden,1
1255,M. Kean,1
1256,Rodrygo,1
1257,A. Lunin,0
1258,Florentino,1
1259,A. Maier,1
1260,R. Mandragora,1
1261,K. Tierney,1
1262,G. Mancini,0
1263,A. Lookman,1
1264,T. Adams,1
1265,R. Orsolini,1
1266,E. N'Dicka,1
1267,W. McKennie,1
1268,A. Mac Allister,1
1269,J. Koundé,1
1270,Kangin Lee,1
1271,B. Embolo,1
1272,T. Castagne,1
1273,Edu Expósito,1
1274,T. Abraham,1
1275,D. Malen,1
1276,Aleñá,1
1277,A. Ndiaye,1
1278,Gedson Fernandes,1
1279,F. Chalov,1
1280,I. Sangaré,1
1281,F. Benković,1
1282,S. Chukwueze,1
1283,P. Gollini,1
1284,I. Pussetto,1
1285,M. Locatelli,1
1286,M. Çelik,1
1287,Álex Remiro,1
1288,K. Dolberg,1
1289,X. Schlager,1
1290,J. Brekalo,1
1291,I. Doumbia,1
1292,Z. Steffen,0
1293,M. Sarr,1
1294,E. Álvarez,1
1295,A. Danjuma Groeneveld,1
1296,M. Terrier,1
1297,A. Haidara,1
1298,T. Koopmeiners,1
1299,I. Hayden,1
1300,Rubén Blanco,1
1301,K. Linetty,1
1302,A. Gunn,1
1303,A. Živković,1
1304,J. Augustin,1
1305,R. Holding,1
1306,W. Anton,1
1307,L. Blas,1
1308,A. Harit,1
1309,Zubeldia,1
1310,P. Schick,1
1311,A. Franco,1
1312,N. Milenković,1
1313,Unai Núñez,1
1314,B. Engels,1
1315,T. Bongonda,1
1316,T. Didillon,1
1317,D. Ćaleta-Car,1
1318,F. Guilbert,1
1319,Matheus Pereira,0
1320,Toni Villa,1
1321,Eduardo Henrique,1
1322,Y. Aït Bennasser,1
1323,S. Ascacíbar,1
1324,T. Hernández,1
1325,Y. En-Nesyri,1
1326,Y. Osorio,1
1327,D. Praet,1
1328,Y. Mvogo,1
1329,L. Augustinsson,1
1330,M. Cornet,1
1331,Gonçalo Paciência,1
1332,Rúben Semedo,1
1333,S. Gigot,1
1334,L. Waldschmidt,1
1335,I. Kahveci,1
1336,Rubén Duarte,1
1337,Pedraza,0
1338,V. Guzmán,1
1339,Palhinha,0
1340,A. Barboza,1
1341,Xeka,1
1342,B. Raman,1
1343,S. Denswil,1
1344,M. Livaja,1
1345,Paulinho,1
1346,Matheus,1
1347,A. Rusnák,1
1348,J. Hendrix,1
1349,M. Benítez,1
1350,Wallace,1
1351,Camarasa,0
1352,L. Acosta,1
1353,M. Nakamba,1
1354,F. Kamano,1
1355,D. Reyes,1
1356,N. Araújo,1
1357,Aitor,1
1358,A. Maher,1
1359,R. Morrison,1
1360,M. Elyounoussi,1
1361,J. Locadia,1
1362,C. Taylor,1
1363,S. Kverkvelia,1
1364,J. Córdoba,1
1365,Fernandinho,1
1366,Pere Pons,1
1367,R. Khedira,1
1368,D. Kohr,1
1369,A. Masuaku,1
1370,D. Yedlin,1
1371,F. Di Francesco,0
1372,A. Aguerre,0
1373,G. Herrera,0
1374,A. Blake,0
1375,Otávio,1
1376,F. Cervi,1
1377,A. Briançon,1
1378,R. Gosens,1
1379,Bustinza,1
1380,F. Andone,1
1381,Dalbert,1
1382,Caio,1
1383,Pablo Santos,1
1384,V. Coufal,1
1385,L. Skorupski,0
1386,A. Hansen,0
1387,E. Mangala,1
1388,Oriol Romeu,1
1389,L. Unnerstall,0
1390,D. Heintz,1
1391,A. Thomasson,1
1392,C. McGregor,1
1393,S. Widmer,1
1394,Jaume,1
1395,M. Jørgensen,1
1396,A. McCarthy,0
1397,T. Kolodziejczak,1
1398,L. Chichizola,1
1399,E. Cardona,0
1400,P. Jansson,1
1401,D. Ings,1
1402,M. Gabbiadini,1
1403,H. Tekin,0
1404,J. Guidetti,1
1405,A. Wakaso,1
1406,Cédric,1
1407,F. Klaus,1
1408,O. Onazi,1
1409,T. Monconduit,1
1410,J. Campbell,0
1411,Alberto Moreno,1
1412,V. Claesson,0
1413,Guilherme,1
1414,Paulo Oliveira,1
1415,Luiz Phellype,1
1416,Ricardo Esgaio,1
1417,D. Türüç,1
1418,Y. Gómez Andrade,1
1419,G. Shibasaki,1
1420,R. Aliendro,1
1421,S. Proto,0
1422,J. Defoe,0
1423,P. Jagielka,0
1424,B. Schweinsteiger,0
1425,M. Topal,0
1426,H. Kaldırım,1
1427,A. Hutchinson,0
1428,J. Briand,0
1429,Gomes,0
1430,B. Džemaili,0
1431,L. Ponzio,0
1432,R. Klavan,0
1433,J. Dátolo,0
1434,A. Turan,0
1435,S. Kırıntılı,0
1436,O. Wendt,0
1437,Soldado,0
1438,Diego Castro,0
1439,M. Gómez,0
1440,M. Noble,0
1441,J. Sand,0
1442,P. Skjelbred,0
1443,R. Palacio,0
1444,Y. Zhirkov,0
1445,M. Bradley,0
1446,R. Snodgrass,1
1447,Markel Bergara,0
1448,A. Hunt,0
1449,Léo Matos,0
1450,S. Bolat,0
1451,A. Mierzejewski,0
1452,K. El Ahmadi,0
1453,J. Orozco,0
1454,S. Sessègnon,0
1455,A. Diamanti,0
1456,D. Basta,0
1457,F. Higuaín,0
1458,Marcelo Grohe,0
1459,S. Bocchetti,0
1460,K. Vermeer,0
1461,J. Cork,1
1462,J. Rodriguez,1
1463,G. dos Santos,1
1464,J. McArthur,1
1465,J. Maidana,0
1466,D. Zurutuza,1
1467,S. Bamba,0
1468,Adrián,1
1469,J. Altidore,1
1470,W. Reid,0
1471,D. Chygrynskyi,0
1472,A. Ayew,1
1473,O. Toivonen,0
1474,Mossoró,0
1475,M. Fellaini,0
1476,F. Lustenberger,0
1477,F. Johnson,1
1478,Vieirinha,0
1479,J. De Guzmán,0
1480,Fabricio,0
1481,D. Biseswar,1
1482,T. Mangani,1
1483,R. Donk,0
1484,Pablo Hernández,0
1485,Ki Sung Yueng,1
1486,C. Cathcart,0
1487,B. Dočkal,1
1488,A. Ekdal,1
1489,D. Stephens,1
1490,Beto,0
1491,B. Dzsudzsák,0
1492,R. Rosales,1
1493,M. Albrighton,1
1494,E. Choupo-Moting,1
1495,S. Terodde,1
1496,M. Moralez,0
1497,F. Roncaglia,0
1498,K. Papadopoulos,0
1499,M. Lang,0
1500,N. Sánchez,0
1501,A. Szalai,1
1502,I. Popov,0
1503,M. Stoch,1
1504,P. van Aanholt,1
1505,F. Borini,1
1506,E. Hernández,1
1507,T. Gebre Selassie,0
1508,I. Radovanović,0
1509,Kiko Olivas,1
1510,C. Kouyaté,1
1511,O. El Kaddouri,1
1512,Rochina,1
1513,L. Acosta,0
1514,Diogo Viana,1
1515,C. Villanueva,0
1516,M. Schmelzer,0
1517,Miguel Lopes,0
1518,E. Berisha,0
1519,Iturraspe,1
1520,A. Cresswell,1
1521,T. Cleverley,1
1522,Kiko Femenía,1
1523,S. Zuber,1
1524,Rubén Pérez,1
1525,T. Jantschke,0
1526,S. Blanco,0
1527,D. Quintero,0
1528,I. Brizuela,1
1529,K. Théophile-Catherine,1
1530,A. Smith,1
1531,Y. Ōsako,1
1532,S. Padt,0
1533,Júnior Caiçara,0
1534,M. Jajalo,0
1535,R. Hamouma,0
1536,A. Schürrle,1
1537,N. Viergever,0
1538,Portillo,1
1539,H. Pérez,0
1540,A. Gray,1
1541,Montoya,1
1542,Adrián,0
1543,A. Mooy,0
1544,D. Pabón,0
1545,J. Martínez,1
1546,G. Moreno,0
1547,T. Gutiérrez,0
1548,Mexer,0
1549,Héldon,1
1550,D. Boyata,1
1551,M. Höger,0
1552,C. Ortíz,0
1553,Raúl Navas,0
1554,S. Taïder,0
1555,João Pedro,1
1556,J. Clasie,1
1557,R. Inglese,0
1558,N. Jørgensen,1
1559,C. Schindler,1
1560,Juan Jesus,1
1561,E. Gigliotti,0
1562,V. Darida,1
1563,R. Brady,1
1564,F. Fernández,0
1565,Aleix Vidal,0
1566,A. Knockaert,0
1567,J. Bořil,1
1568,S. Sanogo,0
1569,R. Ruidíaz,1
1570,R. Ibarra,1
1571,Toño García,1
1572,N. Sliti,1
1573,D. Gayle,1
1574,D. Garmash,1
1575,Y. Abdelhamid,0
1576,G. González,0
1577,D. Siovas,1
1578,E. Mena,0
1579,Garry Rodrigues,0
1580,A. Szymanowski,1
1581,R. Steffen,1
1582,O. Duarte,1
1583,M. Uribe,1
1584,F. Mancuello,1
1585,Sequeira,1
1586,J. Izquierdo,1
1587,Embarba,1
1588,E. Valencia,1
1589,O. Romero,1
1590,B. Ndiaye,1
1591,A. Mena,1
1592,M. Díaz,0
1593,Alexo Baia,0
1594,Juli Freitinho,0
1595,Eltildo Correia,1
1596,Emilio Piodão,1
1597,Fred Aníbão,0
1598,Nelsildo Reis,0
1599,Andeson Trigo,0
1600,Victildinho,0
1601,Davi Parrela,0
1602,David Seijalbo,0
1603,Dênildo Stein,1
1604,Rafael Cachoira,0
1605,D. Boyko,0
1606,Y. Kobayashi,0
1607,Davidson,1
1608,A. Nwakaeme,1
1609,G. Ichazo,0
1610,M. Fagundez,0
1611,A. Vera,0
1612,A. Zamorado,0
1613,A. Aguilmera,0
1614,K. Berlaso,0
1615,S. Tonali,1
1616,I. Radu,0
1617,N. Domínguez,1
1618,M. Mount,1
1619,R. Sessegnon,1
1620,M. Guendouzi,1
1621,C. Stengs,1
1622,J. Kluivert,1
1623,B. Kamara,1
1624,L. Díaz,1
1625,Manu Vallejo,1
1626,Rafael Leão,1
1627,H. Wilson,0
1628,A. Nübel,1
1629,J. Larsen,1
1630,D. Henderson,0
1631,Diogo Dalot,1
1632,H. Barnes,1
1633,P. Retsos,1
1634,K. Diatta,1
1635,Ferrán Torres,1
1636,Carlos Fernández,0
1637,A. Morelos,1
1638,O. Aina,1
1639,A. Maitland-Niles,1
1640,J. Jankto,1
1641,L. Martínez Quarta,1
1642,Renato Sanches,1
1643,J. Lucumi,1
1644,A. Ounas,1
1645,Y. Karamoh,0
1646,F. Müller,1
1647,S. Kalu,1
1648,Bruno Tabata,1
1649,Cucurella,0
1650,Ivanildo Fernandes,0
1651,G. Tutino,0
1652,J. Bowen,1
1653,B. Henrichs,1
1654,A. Diawara,1
1655,L. Dimata,1
1656,Luiz Araújo,1
1657,C. Kouamé,1
1658,Fran Beltrán,1
1659,E. Dennis,1
1660,Tiago Sá,1
1661,Jovane Cabral,1
1662,K. Omeruo,1
1663,R. Skov,1
1664,Kenedy,1
1665,T. Jedvaj,1
1666,S. Fofana,1
1667,Y. Koné,1
1668,Anuar,1
1669,Thiago Maia,1
1670,Kaku,1
1671,A. Fulgini,1
1672,M. Vlap,1
1673,T. Davies,1
1674,S. Serdar,1
1675,G. Montiel,1
1676,D. Lukébakio,1
1677,R. Oudin,1
1678,G. Til,1
1679,A. Elis,1
1680,J. Hernández,1
1681,M. Saracchi,1
1682,I. Šunjić,1
1683,M. Burda,1
1684,S. Schrijvers,1
1685,M. Kempf,1
1686,T. Boyd,1
1687,N. Maupay,1
1688,K. Akpoguma,1
1689,W. Saïd,1
1690,M. Simon,0
1691,Sandro,0
1692,A. Grassi,0
1693,E. Ponce,1
1694,G. Conti,1
1695,M. Veljković,1
1696,G. Donsah,1
1697,Gabriel Boschilia,1
1698,Marcos Guilherme,1
1699,K. Phillips,1
1700,M. Holgate,1
1701,V. Koziello,1
1702,E. Velázquez,1
1703,M. Niakhaté,1
1704,D. Barbona,1
1705,Melero,1
1706,M. Thuram,1
1707,M. Jensen,1
1708,F. Sacko,1
1709,F. Krovinović,0
1710,K. Amian,1
1711,J. Gnagnon,1
1712,F. Uduokhai,1
1713,G. Konan,1
1714,E. Cabaco,1
1715,Y. Bissouma,1
1716,Alfa Semedo,0
1717,Luis Milla,1
1718,E. Martínez,1
1719,E. Gnahoré,1
1720,L. Andersen,1
1721,C. Chambers,1
1722,S. Johnstone,1
1723,T. Foket,1
1724,T. Kędziora,1
1725,L. Schaub,1
1726,J. McGinn,1
1727,B. Pearson,1
1728,E. Balanta,1
1729,D. Gray,1
1730,E. Gutiérrez,1
1731,L. Olaza,1
1732,A. Long,1
1733,R. Karsdorp,0
1734,Danilo,1
1735,T. Baumgartl,1
1736,M. Wolf,1
1737,R. Assalé,1
1738,M. Coco,1
1739,T. Minamino,1
1740,E. Ávila,1
1741,O. Idrissi,1
1742,A. Nagy,1
1743,Miguel Silva,1
1744,S. Ghoddos,1
1745,F. Ricca,1
1746,Bernardo,1
1747,M. Zajc,1
1748,Marcão,1
1749,D. Bronn,1
1750,K. Malong,1
1751,Martín,1
1752,Gabriel,1
1753,Rodrigo Ely,1
1754,T. Kongolo,1
1755,Fede Vico,1
1756,N. Chalobah,1
1757,V. Lazaro,1
1758,D. Cataldi,1
1759,W. Troost-Ekong,1
1760,D. Valdés,1
1761,R. Christie,1
1762,W. Hoedt,1
1763,A. Martín Arias,0
1764,S. Cristóforo,1
1765,L. Ajorque,1
1766,A. Zeneli,1
1767,V. Muriqi,1
1768,D. Bouanga,1
1769,S. Thioub,1
1770,M. Pjaca,1
1771,A. Mitriță,1
1772,G. Shoji,1
1773,M. Rog,0
1774,O. Kharbin,1
1775,Cláudio Falcão,1
1776,M. Rits,1
1777,Borja Bastón,1
1778,G. Imbula,1
1779,F. Midtsjø,1
1780,Sergio Álvarez,1
1781,L. González Pirez,0
1782,A. Gomis,0
1783,S. Sturaro,1
1784,K. Stafylidis,1
1785,B. Zuculini,0
1786,P. Gazzaniga,0
1787,M. Krmenčík,1
1788,J. Willems,0
1789,S. March,1
1790,T. Rogić,1
1791,D. Pelkas,1
1792,Clinton Mata,0
1793,R. Quaison,1
1794,A. Touré,1
1795,M. Konaté,1
1796,K. Möhwald,1
1797,J. Haberer,1
1798,Kwon Chang Hoon,1
1799,N. Stanciu,1
1800,Ivan Cavaleiro,0
1801,Medrán,1
1802,N. Castillo,1
1803,A. Tameze,1
1804,H. Villalba,1
1805,L. Menossi,1
1806,Jason,1
1807,Álex Moreno,1
1808,L. Lerager,1
1809,N. Vukčević,1
1810,A. Conti,1
1811,J. Rodríguez,1
1812,Yan Junling,0
1813,P. Tau,0
1814,V. Janssen,1
1815,C. Borja,1
1816,João Novais,1
1817,C. Fassnacht,1
1818,Rodrigo,1
1819,V. Barkas,1
1820,V. Buyalskyi,1
1821,N. Etheridge,0
1822,Z. Labyad,1
1823,J. Svensson,0
1824,C. Biraghi,1
1825,K. Djidji,1
1826,D. Bessa,1
1827,A. Duncan,1
1828,J. Brenet,1
1829,André Ramalho,0
1830,R. Haps,0
1831,L. Magallán,0
1832,C. Mathenia,0
1833,Jemerson,1
1834,L. Kalinić,0
1835,K. Laifis,0
1836,J. Lössl,0
1837,C. Clark,1
1838,M. Kelly,1
1839,S. Dewaest,0
1840,T. Kádár,1
1841,M. Günok,0
1842,O. Elabdellaoui,1
1843,V. Berisha,1
1844,F. Kainz,1
1845,J. Tavernier,1
1846,J. Drmić,1
1847,R. Falk,0
1848,N. Sansone,1
1849,S. Armstrong,1
1850,Jesé,1
1851,P. Dummett,1
1852,B. Sarr,1
1853,P. Klement,1
1854,A. Ring,0
1855,S. Lung,0
1856,S. Kryvtsov,1
1857,P. Mantalos,1
1858,S. Mitrović,1
1859,S. Larsson,1
1860,C. Günter,1
1861,Fran Sol,1
1862,A. Hegazi,1
1863,Carles Gil,1
1864,G. Fernández,1
1865,J. Mojica,1
1866,Y. Sabaly,1
1867,A. Jahanbakhsh,1
1868,M. Mevlja,0
1869,H. Traoré,1
1870,Zaldúa,1
1871,S. Sydorchuk,1
1872,A. Roa,0
1873,J. Lolley,1
1874,Y. Mutō,1
1875,Borja Valle,1
1876,K. Onisiwo,1
1877,J. Ito,1
1878,D. Brašanac,1
1879,L. Masopust,1
1880,C. Pizarro,0
1881,A. McGregor,0
1882,A. Boruc,0
1883,Jonatan Soriano,0
1884,R. Cohade,0
1885,J. Hansen,0
1886,S. Brown,0
1887,S. Francis,0
1888,W. Morgan,0
1889,L. Rigoni,0
1890,W. Caballero,0
1891,J. Morel,0
1892,Rafael,0
1893,M. Barovero,0
1894,P. Zabaleta,0
1895,M. Barbosa,0
1896,G. Gönül,0
1897,L. Podolski,0
1898,R. Özcan,0
1899,R. Sambueza,0
1900,M. Wolff Eikrem,0
1901,J. Corona,0
1902,J. Valdivia,0
1903,S. Dann,0
1904,Salva Sevilla,0
1905,A. Romao,0
1906,V. Behrami,0
1907,F. Haroun,0
1908,L. Baines,0
1909,D. Congré,0
1910,Sergio,0
1911,L. Refaelov,0
1912,J. Błaszczykowski,0
1913,G. Cabral,0
1914,Cássio,0
1915,G. Castro,0
1916,N. Domingo,0
1917,H. Rodallega,0
1918,Zeca,0
1919,Barragán,0
1920,D. Randolph,0
1921,W. Hennessey,0
1922,L. De Silvestri,0
1923,D. Buonanotte,0
1924,Mario Suárez,0
1925,C. Erkin,0
1926,H. Ayala,0
1927,M. Fritzler,0
1928,A. Begović,0
1929,A. Surman,0
1930,A. Mariappa,0
1931,M. Fernández,0
1932,S. Kums,0
1933,N. Dirar,0
1934,Manuel da Costa,0
1935,Kiko Casilla,0
1936,M. Harnik,0
1937,P. Cissé,0
1938,S. Okaka,1
1939,O. Kamara,0
1940,A. Taarabt,1
1941,O. Cardozo,0
1942,D. N'Doye,0
1943,T. Kraft,0
1944,W. Vainqueur,0
1945,D. Vukovic,0
1946,O. Akhmedov,0
1947,A. Epureanu,0
1948,A. Ranocchia,0
1949,M. Tekdemir,0
1950,A. Carroll,1
1951,C. Sánchez,0
1952,H. Nordtveit,0
1953,F. Bartels,0
1954,S. Grytebust,0
1955,K. Mitroglou,0
1956,J. Hogg,0
1957,S. Langkamp,0
1958,L. Koné,0
1959,C. Benteke,1
1960,R. Thomas,0
1961,Y. Sankharé,1
1962,M. Darmian,0
1963,R. van Wolfswinkel,0
1964,L. Montes,0
1965,J. Allen,1
1966,D. Gosling,1
1967,I. Traoré,0
1968,R. Cota,0
1969,K. Gibbs,0
1970,O. Norwood,1
1971,M. Fabián,0
1972,M. Ritchie,0
1973,B. Espinosa,0
1974,A. Paloschi,0
1975,J. Hernández,0
1976,V. Vasin,0
1977,M. Isla,0
1978,M. Phillips,1
1979,J. McCarthy,0
1980,M. Wakaso,1
1981,V. Babacan,0
1982,C. Álvarez,0
1983,D. Brosinski,0
1984,F. Caputo,0
1985,Y. Bolasie,1
1986,Jonathas,0
1987,J. Durmaz,1
1988,João Aurélio,0
1989,B. Oczipka,0
1990,J. Stanislas,1
1991,D. Santon,0
1992,A. Prijović,0
1993,Éder,1
1994,Quique,1
1995,W. Bony,0
1996,Y. Salibur,0
1997,D. Le Tallec,0
1998,M. Gulde,0
1999,T. Arslan,0
2000,O. Alonso,0
2001,L. Sepe,0
2002,Dídac Vilà,0
2003,L. Júnior,1
2004,M. Yoshida,0
2005,L. Rodríguez,0
2006,P. Lasne,1
2007,J. Aquino,0
2008,E. Badu,0
2009,A. Ioniță,0
2010,H. Badstuber,0
2011,G. Charbonnier,1
2012,E. Giaccherini,0
2013,M. Gonalons,0
2014,M. Braithwaite,1
2015,P. Bargfrede,0
2016,M. Destro,1
2017,H. Behrens,0
2018,X. Chavalerin,1
2019,Fábio Espinho,0
2020,A. Potuk,1
2021,Leonardo,0
2022,R. Gikiewicz,0
2023,Y. Nagatomo,0
2024,Borja García,0
2025,C. Dawson,0
2026,Tiago Pinto,0
2027,M. Ninković,0
2028,Javi López,0
2029,C. Austin,1
2030,J. Fuenzalida,0
2031,J. Ayew,1
2032,Ximo Navarro,0
2033,Caio,1
2034,F. Jara,0
2035,M. Waris,1
2036,O. Murillo,0
2037,D. Drexler,0
2038,N. Mendy,0
2039,D. D'Ambrosio,0
2040,M. Lowton,0
2041,D. Royer,0
2042,E. Çolak,0
2043,N. Blandi,0
2044,Guilherme,1
2045,L. Rupp,0
2046,J. Hendrick,1
2047,N. Chadli,0
2048,Y. Konoplyanka,0
2049,L. Teodorczyk,1
2050,F. Santander,1
2051,V. Eysseric,1
2052,Recio,1
2053,J. Schmid,0
2054,J. Kurtić,0
2055,D. Nagbe,0
2056,T. Chandler,0
2057,A. Diaby,1
2058,Fabrício,0
2059,F. Castillo,1
2060,D. Chará,0
2061,V. Germain,1
2062,A. Donnarumma,1
2063,F. Gutiérrez,0
2064,Eric Botteghin,0
2065,A. Katai,0
2066,H. Soudani,1
2067,F. Novák,0
2068,Luís Hernández,0
2069,L. Aued,0
2070,Lucas Lima,1
2071,L. Fernández,0
2072,Óscar Plano,1
2073,J. Vázquez,0
2074,J. Fernandes,1
2075,D. Machís,1
2076,L. Zuffi,0
2077,M. Schnatterer,0
2078,R. Berić,1
2079,A. Solari,0
2080,A. Hurtado,0
2081,L. Vangioni,0
2082,S. Palacios,0
2083,Hernâni,1
2084,D. Torres,0
2085,L. Quiñones,0
2086,Postigo,0
2087,E. Mas,0
2088,B. Bianchi,0
2089,J. Furch,0
2090,J. Buffarini,0
2091,G. Carrillo,1
2092,Y. Gazinskiy,0
2093,Y. Lodygin,0
2094,A. Ademi,1
2095,Zainadine,0
2096,K. Billiat,1
2097,O. Şahiner,1
2098,Granell,0
2099,André Simões,0
2100,G. Giménez,0
2101,Simão Donatinho,0
2102,Silas Almeim,0
2103,Caio Nunson,0
2104,Otávio Cairinho,0
2105,Jorginhson,0
2106,Dani Rochelinhas,1
2107,Kaíquão Castro,0
2108,Lafortiscinho,0
2109,Kaimo Lima,0
2110,Fabrio Farinha,1
2111,Gabrisco Aníbal,0
2112,Allan Bardinho,1
2113,José Mirazar,0
2114,Ailton Guevara,1
2115,Adilson Edrada,1
2116,Nicholas Aldair,1
2117,F. Niță,0
2118,L. Tawamba,0
2119,P. Dárenas,0
2120,P. Vaquizo,0
2121,D. Szoboszlai,1
2122,N. Zaniolo,1
2123,C. Hudson-Odoi,1
2124,J. David,1
2125,G. Chakvetadze,1
2126,I. Hagi,1
2127,Aleix García,1
2128,N. Benedetti,1
2129,D. Sow,1
2130,V. Osimhen,1
2131,H. Wolf,1
2132,J. Foyth,1
2133,M. Demiral,1
2134,O. Kabak,1
2135,Matheus Cunha,1
2136,Z. Vanheusden,1
2137,M. Diaby,1
2138,D. McNeil,1
2139,I. Bennacer,1
2140,J. Reine-Adélaïde,1
2141,R. Doan,1
2142,O. Edouard,1
2143,L. Robertone,1
2144,E. Barco,1
2145,Douglas Luiz,1
2146,Rodrigo Becão,1
2147,Adrià Pedrosa,1
2148,A. Král,1
2149,E. Cecchini,1
2150,J. Barrera,1
2151,P. Diop,0
2152,H. Choudhury,1
2153,João Carvalho,1
2154,A. Ömür,1
2155,A. Isak,1
2156,O. Mangala,1
2157,E. Reynoso,1
2158,R. Alvarado,1
2159,M. Djenepo,1
2160,L. Mothiba,1
2161,Bruno Xadas,1
2162,M. Olivera,1
2163,V. Shepelev,1
2164,M. Loum,1
2165,Iago,1
2166,Róber,1
2167,Adama Traoré,1
2168,P. Billing,1
2169,Pablo Maffeo,0
2170,P. Roberts,0
2171,A. Ajeti,1
2172,K. Ajer,1
2173,O. Pineda,1
2174,A. Rossi,0
2175,V. Kovalenko,1
2176,Lato,0
2177,C. Söyüncü,1
2178,Joaquín,1
2179,J. Bijlow,0
2180,S. Villa,1
2181,Aleix Febas,1
2182,S. Lammers,1
2183,S. Cáseres,1
2184,M. Pongračić,1
2185,Francis,1
2186,C. Musonda,0
2187,Lucas Torró,1
2188,L. Giannetti,1
2189,Marlon,1
2190,Pozo,1
2191,O. McBurnie,1
2192,A. Cubas,1
2193,C. Adams,1
2194,E. Buendía,1
2195,P. Cissé,1
2196,T. Cardona,1
2197,M. Degenek,0
2198,L. Rodríguez,0
2199,C. Bassogog,1
2200,Ontiveros,1
2201,C. Awaziem,0
2202,Pedro Rebocho,0
2203,S. Lukić,1
2204,E. Löwen,1
2205,J. Stephens,1
2206,B. Petković,1
2207,A. Browne,1
2208,V. Cantillo,0
2209,S. Benrahma,1
2210,O. Watkins,1
2211,Unai López,1
2212,Walace,1
2213,Pedro Nuno,1
2214,H. Diallo,1
2215,K. Adams Nuhu,0
2216,K. Walker-Peters,1
2217,Francisco Geraldes,1
2218,B. Heynen,1
2219,J. Aidoo,1
2220,Waldo,1
2221,Pol Lirola,0
2222,C. Goldson,1
2223,F. Quignon,0
2224,V. Verre,0
2225,K. Olsson,0
2226,D. Kourmpelis,1
2227,Kévin Rodrigues,1
2228,I. Kutepov,1
2229,R. Durmisi,0
2230,J. O'Connell,1
2231,I. Lichnovsky,0
2232,L. Romero,0
2233,J. Silva,1
2234,A. El Ghazi,1
2235,G. Nkoudou,1
2236,R. Martínez,1
2237,B. Zungu,1
2238,J. Alonso,0
2239,A. Barreca,0
2240,V. Vada,1
2241,R. Tapia,0
2242,A. Masina,1
2243,Caju,1
2244,H. Preciado,1
2245,J. St. Juste,1
2246,A. Touré,0
2247,William,0
2248,Gil Dias,1
2249,R. Krunić,1
2250,P. Ševčík,1
2251,B. Gibson,1
2252,Vadillo,1
2253,P. Gouano,1
2254,S. Prcić,1
2255,A. Webster,1
2256,E. Krafth,1
2257,Dória,0
2258,A. Baba,1
2259,B. Verstraete,0
2260,Manquillo,1
2261,B. Dack,1
2262,T. Mings,1
2263,J. Amavi,1
2264,Bruno Varela,0
2265,F. Hadergjonaj,1
2266,R. Thomas,0
2267,J. Aholou,0
2268,A. Hack,0
2269,Iván Alejo,1
2270,Pedro Sá,1
2271,D. Hovorka,1
2272,M. Trávník,1
2273,Bruno Lamas,1
2274,T. Kaminski,0
2275,R. Jack,0
2276,J. Rodríguez,0
2277,J. Ananidze,1
2278,B. Hamid,0
2279,F. Rønnow,0
2280,J. Geis,0
2281,G. Caprari,1
2282,Y. Ayoub,0
2283,D. Arslanagic,0
2284,J. Egan,1
2285,S. Dioudis,0
2286,Lucas Silva,1
2287,J. Nsame,0
2288,M. Agu,1
2289,Rubén García,1
2290,D. Heuer Fernandes,0
2291,Iuri Medeiros,1
2292,C. Njie,0
2293,L. Diony,1
2294,S. van Beek,0
2295,L. Cavallini,1
2296,D. Rolán,1
2297,F. Mora,1
2298,R. Rey,0
2299,Burgui,1
2300,C. Stanković,0
2301,M. Tisserand,0
2302,Kahraba,1
2303,Chema Rodríguez,0
2304,K. Lawrence,0
2305,Hélder Costa,0
2306,Ivi,0
2307,K. Dolly,1
2308,J. Gallardo,1
2309,A. González,0
2310,Charles,0
2311,G. Cimirot,0
2312,A. Bouzat,0
2313,A. Bălută,1
2314,T. Holeš,1
2315,H. Lindner,0
2316,Daniel Ayala,0
2317,J. Bruma,0
2318,K. Babacar,1
2319,Jordi Amat,0
2320,G. Trauner,0
2321,A. Cornelius,0
2322,E. Dilaver,1
2323,J. Ralls,1
2324,Rubén Pardo,1
2325,R. Fredericks,0
2326,K. Roofe,0
2327,S. Falette,0
2328,L. Vietto,1
2329,F. Helander,0
2330,D. Dessoleil,0
2331,T. Letschert,0
2332,J. van Overeem,0
2333,João Schmidt,0
